"eventname","userid","timecreated"
"\core\event\course_viewed","1004","1723887579"
"\mod_workshop\event\course_module_viewed","1004","1723887580"
"\mod_workshop\event\course_module_viewed","1004","1723887637"
"\core\event\course_viewed","1004","1723887645"
"\mod_resource\event\course_module_viewed","1004","1723888147"
"\core\event\course_viewed","1004","1723889102"
"\core\event\course_viewed","1004","1723889111"
"\mod_resource\event\course_module_viewed","1004","1723889113"
"\core\event\course_viewed","1004","1723950363"
"\core\event\course_viewed","1004","1723950874"
"\mod_url\event\course_module_viewed","1004","1723950884"
"\core\event\course_viewed","1004","1723950899"
"\mod_resource\event\course_module_viewed","1004","1723950905"
"\core\event\course_viewed","1004","1723950908"
"\core\event\course_viewed","1004","1723950912"
"\core\event\course_viewed","1004","1723950922"
"\mod_resource\event\course_module_viewed","1004","1723953318"
"\mod_workshop\event\course_module_viewed","1004","1723962505"
"\core\event\course_viewed","1004","1723962531"
"\core\event\course_viewed","1004","1723962535"
"\mod_workshop\event\course_module_viewed","1004","1723962544"
"\core\event\course_viewed","1004","1723963730"
"\mod_resource\event\course_module_viewed","1004","1723963734"
"\mod_workshop\event\course_module_viewed","1004","1723967826"
"\mod_workshop\event\course_module_viewed","1004","1723967874"
"\core\event\course_viewed","1004","1723967912"
"\core\event\course_viewed","1004","1724021111"
"\core\event\course_viewed","1004","1724021117"
"\core\event\course_viewed","1004","1724021583"
"\core\event\course_viewed","1004","1724021589"
"\core\event\course_viewed","1004","1724198517"
"\mod_workshop\event\course_module_viewed","1004","1724198523"
"\core\event\course_viewed","1004","1724198538"
"\core\event\course_viewed","1004","1724198546"
"\core\event\course_viewed","1004","1724198553"
"\core\event\course_viewed","1004","1724198559"
"\core\event\course_viewed","1004","1724198561"
"\core\event\course_viewed","1004","1724198565"
"\core\event\course_viewed","1004","1724198566"
"\core\event\course_viewed","1004","1724301082"
"\core\event\course_viewed","1004","1724303627"
"\mod_workshop\event\course_module_viewed","1004","1724303640"
"\core\event\course_viewed","1004","1724303644"
"\core\event\course_viewed","1004","1724303647"
"\mod_resource\event\course_module_viewed","1004","1724303649"
"\core\event\course_viewed","1004","1724303657"
"\core\event\course_viewed","1004","1724303666"
"\mod_resource\event\course_module_viewed","1004","1724303670"
"\core\event\course_viewed","1004","1724309789"
"\core\event\course_viewed","1004","1724309793"
"\mod_resource\event\course_module_viewed","1004","1724309818"
"\core\event\course_viewed","1004","1724309829"
"\mod_workshop\event\course_module_viewed","1004","1724309842"
"\core\event\course_viewed","1004","1724309846"
"\core\event\course_viewed","1004","1724309848"
"\core\event\course_viewed","1004","1724309873"
"\mod_forum\event\discussion_viewed","1004","1724309875"
"\mod_forum\event\discussion_viewed","1004","1724309884"
"\gradereport_user\event\grade_report_viewed","1004","1724309941"
"\core\event\course_viewed","1004","1724309977"
"\core\event\course_viewed","1004","1724309983"
"\mod_resource\event\course_module_viewed","1004","1724309986"
"\core\event\course_viewed","1004","1724309992"
"\core\event\course_viewed","1004","1724309996"
"\core\event\course_viewed","1004","1724309998"
"\core\event\course_viewed","1004","1724310007"
"\mod_resource\event\course_module_viewed","1004","1724310013"
"\core\event\course_viewed","1004","1724310024"
"\core\event\course_viewed","1004","1724315130"
"\mod_workshop\event\course_module_viewed","1004","1724315132"
"\mod_workshop\event\submission_assessed","1004","1724316496"
"\mod_workshop\event\submission_assessed","1004","1724316619"
"\mod_workshop\event\submission_assessed","1004","1724316627"
"\mod_workshop\event\course_module_viewed","1004","1724316640"
"\mod_workshop\event\submission_updated","1004","1724319834"
"\core\event\course_viewed","1004","1724543737"
"\mod_feedback\event\course_module_viewed","1004","1724543745"
"\mod_feedback\event\course_module_viewed","1004","1724543746"
"\mod_feedback\event\response_submitted","1004","1724544194"
"\core\event\course_viewed","1004","1724544197"
"\core\event\course_viewed","1004","1724544351"
"\core\event\course_viewed","1004","1724544357"
"\core\event\course_viewed","1004","1724544364"
"\mod_resource\event\course_module_viewed","1004","1724544370"
"\core\event\course_viewed","1004","1724544381"
"\core\event\course_viewed","1004","1724552751"
"\core\event\course_viewed","1004","1724552764"
"\core\event\course_viewed","1004","1724552768"
"\core\event\course_viewed","1004","1724552770"
"\mod_resource\event\course_module_viewed","1004","1724556457"
"\core\event\course_viewed","1004","1724556709"
"\core\event\course_viewed","1004","1724556713"
"\core\event\course_viewed","1004","1724556716"
"\core\event\course_viewed","1004","1724556718"
"\core\event\course_viewed","1004","1724556722"
"\core\event\course_viewed","1004","1724567596"
"\core\event\course_viewed","1004","1724567614"
"\mod_resource\event\course_module_viewed","1004","1724567623"
"\mod_resource\event\course_module_viewed","1004","1724567632"
"\core\event\course_viewed","1004","1724567636"
"\core\event\course_viewed","1004","1724567644"
"\mod_scheduler\event\booking_form_viewed","1004","1724567678"
"\core\event\course_viewed","1004","1724567684"
"\mod_workshop\event\course_module_viewed","1004","1724567689"
"\core\event\course_viewed","1004","1724567699"
"\mod_resource\event\course_module_viewed","1004","1724567720"
"\mod_workshop\event\course_module_viewed","1004","1724568017"
"\core\event\course_viewed","1004","1724568025"
"\mod_resource\event\course_module_viewed","1004","1724568053"
"\core\event\course_viewed","1004","1724570590"
"\mod_workshop\event\submission_viewed","1004","1724570603"
"\core\event\course_viewed","1004","1724570700"
"\core\event\course_viewed","1004","1724570726"
"\core\event\course_viewed","1004","1724570728"
"\core\event\course_viewed","1004","1724570789"
"\mod_workshop\event\course_module_viewed","1004","1724571116"
"\core\event\course_viewed","1004","1724571128"
"\core\event\course_viewed","1004","1724571145"
"\core\event\course_viewed","1004","1724571147"
"\core\event\course_viewed","1004","1724571151"
"\core\event\course_viewed","1004","1724571154"
"\gradereport_user\event\grade_report_viewed","1004","1724571158"
"\core\event\course_viewed","1004","1724571162"
"\mod_url\event\course_module_viewed","1004","1724571166"
"\core\event\course_viewed","1004","1724571190"
"\core\event\course_viewed","1004","1724571196"
"\core\event\course_viewed","1004","1724571202"
"\core\event\course_viewed","1004","1724571204"
"\mod_resource\event\course_module_viewed","1004","1724571213"
"\core\event\course_viewed","1004","1724571215"
"\mod_url\event\course_module_viewed","1004","1724571219"
"\mod_url\event\course_module_viewed","1004","1724571221"
"\mod_url\event\course_module_viewed","1004","1724571226"
"\core\event\course_viewed","1004","1724571249"
"\gradereport_user\event\grade_report_viewed","1004","1724571266"
"\core\event\course_viewed","1004","1724571476"
"\gradereport_user\event\grade_report_viewed","1004","1724571677"
"\mod_workshop\event\course_module_viewed","1004","1724571706"
"\mod_workshop\event\submission_viewed","1004","1724571711"
"\mod_workshop\event\submission_assessed","1004","1724572016"
"\mod_workshop\event\submission_assessed","1004","1724572198"
"\mod_workshop\event\course_module_viewed","1004","1724572327"
"\core\event\course_viewed","1004","1724572577"
"\core\event\course_viewed","1004","1724572581"
"\core\event\course_viewed","1004","1724572587"
"\core\event\course_viewed","1004","1724572592"
"\core\event\course_viewed","1004","1724572606"
"\mod_resource\event\course_module_viewed","1004","1724572611"
"\core\event\course_viewed","1004","1724572619"
"\mod_resource\event\course_module_viewed","1004","1724572626"
"\core\event\course_viewed","1004","1724572736"
"\core\event\course_viewed","1004","1724572742"
"\core\event\course_viewed","1004","1724572744"
"\mod_choice\event\course_module_viewed","1004","1724575707"
"\mod_choice\event\answer_created","1004","1724575709"
"\mod_choice\event\course_module_viewed","1004","1724575711"
"\core\event\course_viewed","1004","1724575779"
"\mod_workshop\event\course_module_viewed","1004","1724575783"
"\core\event\course_viewed","1004","1724577776"
"\core\event\course_viewed","1004","1724944513"
"\core\event\course_viewed","1004","1724944517"
"\core\event\course_viewed","1004","1724944547"
"\mod_resource\event\course_module_viewed","1004","1724944557"
"\mod_resource\event\course_module_viewed","1004","1724944591"
"\mod_resource\event\course_module_viewed","1004","1724951150"
"\mod_resource\event\course_module_viewed","1004","1724951195"
"\core\event\course_viewed","1004","1724951256"
"\core\event\course_viewed","1004","1724951260"
"\core\event\course_viewed","1004","1724951277"
"\mod_resource\event\course_module_viewed","1004","1724951284"
"\core\event\course_viewed","1004","1724951290"
"\core\event\course_viewed","1004","1724951294"
"\core\event\course_viewed","1004","1724951298"
"\mod_workshop\event\submission_viewed","1004","1724951324"
"\core\event\course_viewed","1004","1724951364"
"\mod_forum\event\discussion_viewed","1004","1724951404"
"\core\event\course_viewed","1004","1724951502"
"\mod_forum\event\discussion_viewed","1004","1724951508"
"\mod_resource\event\course_module_viewed","1004","1724952194"
"\core\event\course_viewed","1004","1724952224"
"\core\event\course_viewed","1004","1724952230"
"\core\event\course_viewed","1004","1724952247"
"\mod_workshop\event\course_module_viewed","1004","1724952252"
"\core\event\course_viewed","1004","1724952385"
"\gradereport_user\event\grade_report_viewed","1004","1724952478"
"\core\event\course_viewed","1004","1724952504"
"\core\event\course_viewed","1004","1724952529"
"\mod_workshop\event\course_module_viewed","1004","1724952546"
"\core\event\course_viewed","1004","1724952571"
"\core\event\course_viewed","1004","1724952576"
"\core\event\course_viewed","1004","1724952826"
"\mod_workshop\event\course_module_viewed","1004","1724953109"
"\mod_workshop\event\submission_viewed","1004","1724953118"
"\mod_workshop\event\submission_viewed","1004","1724953120"
"\core\event\course_viewed","1004","1725750280"
"\core\event\course_viewed","1004","1725750283"
"\mod_resource\event\course_module_viewed","1004","1725750882"
"\core\event\course_viewed","1004","1725750967"
"\core\event\course_viewed","1004","1725751009"
"\core\event\course_viewed","1004","1725882710"
"\core\event\course_viewed","1004","1725882717"
"\mod_resource\event\course_module_viewed","1004","1725882721"
"\mod_workshop\event\course_module_viewed","1004","1725882738"
"\mod_workshop\event\submission_viewed","1004","1725882740"
"\core\event\course_viewed","1004","1725882784"
"\core\event\course_viewed","1004","1725882787"
"\core\event\course_viewed","1004","1725882802"
"\mod_url\event\course_module_viewed","1004","1725882933"
"\core\event\course_viewed","1004","1725884328"
"\core\event\course_viewed","1004","1725884337"
"\core\event\course_viewed","1004","1725884339"
"\core\event\course_viewed","1004","1725884343"
"\mod_resource\event\course_module_viewed","1004","1725884347"
"\mod_resource\event\course_module_viewed","1004","1725884591"
"\core\event\course_viewed","1004","1726002162"
"\mod_quiz\event\course_module_viewed","1004","1726002166"
"\mod_quiz\event\attempt_started","1004","1726003981"
"\mod_quiz\event\attempt_viewed","1004","1726003989"
"\mod_quiz\event\attempt_autosaved","1004","1726003998"
"\mod_quiz\event\attempt_updated","1004","1726716937"
"\mod_quiz\event\attempt_viewed","1004","1726716939"
"\mod_quiz\event\attempt_updated","1004","1726717028"
"\mod_quiz\event\attempt_updated","1004","1726717494"
"\mod_quiz\event\attempt_viewed","1004","1726717504"
"\mod_quiz\event\attempt_updated","1004","1726717513"
"\mod_quiz\event\attempt_viewed","1004","1726717515"
"\mod_quiz\event\attempt_updated","1004","1726778899"
"\mod_quiz\event\attempt_viewed","1004","1726778901"
"\mod_quiz\event\attempt_viewed","1004","1726778929"
"\mod_quiz\event\attempt_updated","1004","1726778931"
"\mod_quiz\event\attempt_updated","1004","1726778939"
"\mod_quiz\event\attempt_viewed","1004","1726778941"
"\mod_quiz\event\attempt_viewed","1004","1726778986"
"\mod_quiz\event\attempt_updated","1004","1726778988"
"\mod_quiz\event\attempt_viewed","1004","1726779083"
"\mod_quiz\event\attempt_updated","1004","1726779088"
"\mod_quiz\event\attempt_viewed","1004","1726779090"
"\mod_quiz\event\attempt_autosaved","1004","1726779094"
"\core\event\course_viewed","1004","1726894326"
"\core\event\course_viewed","1004","1726894335"
